Entity,Code,Year,Deaths - Cardiovascular diseases - Sex: Both - Age: All Ages (Number),Deaths - Neoplasms - Sex: Both - Age: All Ages (Number),Deaths - Lower respiratory infections - Sex: Both - Age: All Ages (Number),Deaths - Chronic respiratory diseases - Sex: Both - Age: All Ages (Number),Deaths - Alzheimer's disease and other dementias - Sex: Both - Age: All Ages (Number),Deaths - Diabetes mellitus - Sex: Both - Age: All Ages (Number),Deaths - Chronic kidney disease - Sex: Both - Age: All Ages (Number),Deaths - Digestive diseases - Sex: Both - Age: All Ages (Number),Deaths - Cirrhosis and other chronic liver diseases - Sex: Both - Age: All Ages (Number),Deaths - Road injuries - Sex: Both - Age: All Ages (Number),Deaths - Self-harm - Sex: Both - Age: All Ages (Number),Deaths - Interpersonal violence - Sex: Both - Age: All Ages (Number),Deaths - HIV/AIDS - Sex: Both - Age: All Ages (Number),Deaths - Malaria - Sex: Both - Age: All Ages (Number),Deaths - Tuberculosis - Sex: Both - Age: All Ages (Number),Deaths - Neonatal disorders - Sex: Both - Age: All Ages (Number),Deaths - Nutritional deficiencies - Sex: Both - Age: All Ages (Number),Deaths - Meningitis - Sex: Both - Age: All Ages (Number),Deaths - Drowning - Sex: Both - Age: All Ages (Number),Deaths - Parkinson's disease - Sex: Both - Age: All Ages (Number),Deaths - Alcohol use disorders - Sex: Both - Age: All Ages (Number),Deaths - Drug use disorders - Sex: Both - Age: All Ages (Number),"Deaths - Fire, heat, and hot substances - Sex: Both - Age: All Ages (Number)",Deaths - Poisonings - Sex: Both - Age: All Ages (Number),Deaths - Conflict and terrorism - Sex: Both - Age: All Ages (Number),Deaths - Exposure to forces of nature - Sex: Both - Age: All Ages (Number),Deaths - Environmental heat and cold exposure - Sex: Both - Age: All Ages (Number),Deaths - Intestinal infectious diseases - Sex: Both - Age: All Ages (Number),Deaths - Maternal disorders - Sex: Both - Age: All Ages (Number),Deaths - Acute hepatitis - Sex: Both - Age: All Ages (Number)
Myanmar,MMR,2008,131878,82745,13177,24315,24975,15266,10763,15209,8739,8197,7447,4173,61,2160,2075,8059,724,570,1098,8445,4019,5310,233,1235,5502,351,706,1151,29,400
Myanmar,MMR,2009,159015,84060,11539,21734,18759,15117,9592,12099,8984,8381,6069,4200,45,3749,1190,5788,653,255,634,7156,3654,4611,133,1486,2508,1813,1186,599,48,166
Myanmar,MMR,2010,124600,85450,12565,24238,17153,18754,10677,11072,8189,8074,8076,3025,54,3117,887,8191,67,48,617,7805,4717,3640,60,1603,2160,656,1772,53,56,59
Myanmar,MMR,2011,116980,94445,13111,26806,19125,17131,10053,12254,8545,9812,6076,4593,47,2587,533,7438,40,56,406,11523,3835,4701,49,1641,3776,1377,2250,64,56,55
Myanmar,MMR,2012,134059,91499,12125,25490,21256,17525,13192,10067,10037,8430,6439,4046,85,1349,47,6195,44,62,237,9824,4273,5006,42,1546,5440,1381,1888,64,57,68
Myanmar,MMR,2013,121721,76832,12839,29926,18599,16294,12445,11778,9024,9079,5813,2883,59,393,62,5447,53,59,49,8681,4599,4013,57,1814,7362,586,1801,35,60,67
Myanmar,MMR,2014,142168,88681,9097,24359,29829,17183,10752,10953,8872,7930,7034,3184,41,57,34,4604,48,49,50,10395,4422,4859,50,1901,2700,2119,2268,53,42,51
Myanmar,MMR,2015,124552,85380,11274,22543,24152,13278,13519,13181,8109,8304,8378,3037,53,42,71,2786,60,47,47,12044,5188,4448,51,1830,3884,540,2302,46,56,55
Myanmar,MMR,2016,139179,93374,7900,23541,24403,17138,12249,10357,9333,7881,8287,2792,44,65,54,2642,42,44,48,11780,5789,4179,43,2004,9098,2333,1389,61,80,32
Myanmar,MMR,2017,152433,82058,6230,27427,28455,13954,14157,10763,8858,7947,6389,3927,58,61,55,2793,60,62,40,10851,4389,7594,57,2582,10730,1014,2963,71,50,57
Myanmar,MMR,2018,123376,83904,6906,25378,27998,15497,10628,10838,10909,6800,7070,2944,45,64,44,1987,83,68,57,12038,4334,6707,46,2137,4795,621,2797,29,61,51
Myanmar,MMR,2019,120057,88717,5403,28687,32739,17494,12792,11066,8118,5314,9413,3011,65,63,47,1344,48,51,56,14272,4329,8002,32,2136,4217,1469,3830,58,58,69
Netherlands,NLD,1990,55575,33859,2907,6807,1739,2847,1819,4299,2482,3347,2061,1527,2136,26,1347,7352,1446,406,1135,19,553,21,670,163,25,8,13,813,2984,1026
Netherlands,NLD,1991,51729,30322,2997,6879,2383,2432,1490,5045,2513,3401,2051,897,1746,21,1101,5002,2687,411,1309,171,648,12,742,197,17,8,17,860,2216,910
Netherlands,NLD,1992,60494,33295,2331,7535,2826,2562,1672,5246,2305,3519,2061,1710,2352,28,912,5068,3216,557,909,331,545,14,501,208,23,15,11,1016,1756,832
Netherlands,NLD,1993,60537,32512,2973,6549,3240,3450,1965,4352,2566,2962,1948,1496,1872,7,1308,5997,2046,431,896,561,684,110,498,223,10,8,24,884,2674,866
Netherlands,NLD,1994,55668,34468,2188,7513,3217,3604,1913,4709,2462,3313,1816,1762,1934,14,779,5502,1561,382,1020,635,730,112,587,224,8,26,17,896,2836,591
Netherlands,NLD,1995,59968,31476,2783,8141,3824,3863,2321,4655,2623,3199,2030,1113,1637,11,797,4226,2298,405,1066,864,816,251,545,188,84,8,16,719,2395,546
Netherlands,NLD,1996,46209,34273,1929,7400,4129,4261,2153,4821,2467,3551,1882,1156,1256,11,658,5512,1585,238,909,1252,714,320,362,305,185,11,35,537,2008,651
Netherlands,NLD,1997,47855,35962,2224,7477,4539,3178,2239,4342,2218,2959,1876,1457,1181,6,550,4610,2027,245,853,1261,1053,446,365,272,355,51,64,854,1111,665
Netherlands,NLD,1998,63992,34079,2072,7518,5402,4798,1976,4654,2747,3192,1845,964,896,9,570,4356,1100,323,734,1336,799,493,491,278,271,28,115,717,1225,658
Netherlands,NLD,1999,60459,33703,2690,8222,4925,3824,2298,3587,2404,2772,1799,1138,986,9,577,5098,1810,289,785,1453,678,464,374,347,485,54,146,647,1181,411
Netherlands,NLD,2000,52061,32297,1898,7945,5295,4569,2284,4260,2659,3374,1912,1347,606,10,580,5316,1449,226,607,1763,917,442,359,236,255,42,133,541,692,524
Netherlands,NLD,2001,61433,32763,2562,7823,6298,4285,2425,3856,2806,3443,1866,1263,462,6,450,4172,960,279,613,1573,823,835,286,341,621,51,179,375,590,447
Netherlands,NLD,2002,53944,40132,2099,9178,4954,5174,2839,3723,2994,3358,2103,1471,313,8,451,3403,1094,184,589,2240,974,935,258,279,561,102,270,453,267,343
Netherlands,NLD,2003,52640,33284,1367,7384,5780,4845,2991,4451,2668,3262,2279,968,591,10,327,3032,946,138,518,2091,805,800,273,444,947,269,229,421,104,402
Netherlands,NLD,2004,49355,26685,1182,8111,7628,4432,2804,4449,2631,2650,2176,1192,392,7,415,2747,978,176,440,2520,1061,964,204,420,1425,154,214,394,13,365
Netherlands,NLD,2005,46661,34535,1355,6982,7071,6285,3020,4018,3112,1975,1914,1018,131,4,217,3105,527,124,387,2405,1090,1138,166,370,1727,385,200,260,14,199
Netherlands,NLD,2006,57801,35969,1483,6233,7762,4728,2874,4127,2576,1973,2197,1631,153,6,268,2896,519,92,336,2795,1130,1166,104,444,774,213,351,182,16,246
Netherlands,NLD,2007,60791,34218,1272,7347,7526,5340,4220,3679,2573,2587,2389,809,48,7,225,3247,324,69,313,3330,1343,1072,104,401,624,495,623,116,17,151
Netherlands,NLD,2008,46161,36061,1397,8031,7532,4948,2674,4705,2465,3109,2373,1425,5,4,218,2471,312,52,328,3043,1380,1117,75,671,1187,489,541,105,18,135
Netherlands,NLD,2009,59215,30032,1229,7656,8791,6287,3378,3716,2826,2539,2115,1243,4,4,174,2285,116,28,198,3506,1139,1521,38,477,1949,152,322,60,12,43
Netherlands,NLD,2010,60549,35225,1293,7809,8218,5699,3122,4078,2856,2957,2003,1004,6,2,106,2500,14,5,203,4083,1657,1473,12,496,1504,419,578,4,17,16
Netherlands,NLD,2011,46292,33591,1449,8123,8664,6623,3859,3788,3052,2718,2474,1514,5,1,56,2034,15,4,107,3670,1292,1809,18,529,1733,602,387,7,20,13
Netherlands,NLD,2012,58913,35950,1183,8183,9574,6487,3441,4131,2496,2721,2863,1061,4,1,3,1708,9,5,81,3367,1393,1269,14,485,1552,144,485,5,21,13
Netherlands,NLD,2013,48012,32838,921,9187,9045,7518,3875,3955,2216,2187,2212,1245,7,0,4,1600,23,4,18,3547,1332,1799,20,630,1384,396,919,4,17,17
Netherlands,NLD,2014,55493,33820,905,9190,8944,6510,4009,4060,2476,1938,2199,1223,5,0,6,1744,15,5,18,4275,1623,2078,18,581,2302,443,590,5,14,20
Netherlands,NLD,2015,57051,34699,938,7763,11597,6197,3874,3685,3356,2308,1965,1113,6,0,5,1224,16,4,18,4447,1320,2000,17,465,1153,170,360,6,17,17
Netherlands,NLD,2016,51842,37606,848,7728,9010,7322,2819,3858,3246,1892,2620,1087,7,0,5,1137,18,4,16,4643,1719,1488,21,566,1670,435,636,4,19,17
Netherlands,NLD,2017,58467,30665,577,6701,13408,7817,4180,3477,2144,1843,1989,786,5,0,4,730,18,4,14,4727,1445,1462,21,506,1228,402,548,3,19,18
Netherlands,NLD,2018,60001,38097,682,9224,11023,8878,3423,3532,2772,1691,2321,1469,4,0,5,810,19,6,20,5212,1796,2198,19,689,1989,718,682,3,10,15
Netherlands,NLD,2019,56666,37726,785,9973,11165,8318,4682,3378,2792,2137,2589,770,4,0,5,442,11,4,14,4601,1279,2364,17,622,2265,736,743,2,14,19
New Zealand,NZL,1990,17585,9137,581,1940,631,948,483,1220,762,1008,382,263,705,3,352,2003,857,158,397,6,157,5,166,53,6,2,4,240,1491,273
New Zealand,NZL,1991,15950,9639,771,2190,497,711,457,1363,619,1028,466,432,404,3,395,1597,631,139,309,55,193,5,180,53,8,2,4,269,1139,212
New Zealand,NZL,1992,14699,9717,700,2116,849,999,569,1299,765,966,508,429,532,6,283,1631,650,143,393,96,148,5,206,63,8,5,6,220,854,260
New Zealand,NZL,1993,17066,9648,542,2137,920,834,552,1406,695,1027,561,566,509,2,268,1821,653,93,326,128,197,27,163,66,6,7,4,245,714,294
New Zealand,NZL,1994,14022,8977,838,2270,1149,874,667,1501,716,915,636,358,518,4,341,1160,320,106,292,184,241,68,128,50,4,2,4,244,873,240
New Zealand,NZL,1995,17805,8152,742,2056,1191,1001,623,1277,733,943,404,439,252,5,288,1145,526,133,291,266,206,64,116,82,12,3,4,270,703,278
New Zealand,NZL,1996,16920,9912,784,2156,1318,930,675,1435,597,1099,543,394,309,4,189,1577,407,119,236,288,222,90,123,74,83,3,11,208,585,197
New Zealand,NZL,1997,14183,10281,634,2439,1579,1297,719,1188,649,991,488,312,227,2,199,940,472,92,247,400,249,150,152,94,93,7,22,218,280,180
New Zealand,NZL,1998,15315,9330,688,1914,1289,1386,697,1307,744,780,679,422,356,4,181,1345,516,77,214,350,204,126,113,93,120,20,27,240,488,171
New Zealand,NZL,1999,16004,9803,694,2203,1370,1163,810,1295,685,813,579,536,289,3,223,1676,632,89,227,496,243,130,110,127,73,10,56,121,346,173
New Zealand,NZL,2000,15094,11013,730,2054,1804,1437,693,1213,729,818,620,442,321,2,201,1438,481,76,177,486,334,142,95,80,75,17,48,209,202,139
New Zealand,NZL,2001,15952,11064,588,2057,1761,993,844,1249,805,786,711,400,201,2,177,1309,199,72,152,535,306,229,75,111,389,23,97,123,196,131
New Zealand,NZL,2002,13349,11087,677,2280,1883,1582,761,1219,881,901,523,333,130,2,172,1374,368,64,161,741,275,173,85,96,243,57,113,107,102,141
New Zealand,NZL,2003,17649,10541,466,2254,1720,1450,991,1224,757,783,477,342,163,2,90,1253,252,40,194,613,272,364,79,105,234,20,85,118,12,106
New Zealand,NZL,2004,16854,10810,503,1798,1870,1681,941,1110,808,717,693,425,68,1,111,1029,256,39,111,732,260,202,38,110,140,77,78,101,6,88
New Zealand,NZL,2005,20563,8957,570,2738,2247,1561,898,1330,815,834,638,446,99,1,97,993,164,42,86,893,308,486,58,145,338,34,95,91,6,69
New Zealand,NZL,2006,14596,10057,495,2325,2405,1531,811,1321,825,686,603,362,47,2,88,1051,155,28,119,785,307,375,42,160,150,103,144,74,4,58
New Zealand,NZL,2007,18700,10228,427,2224,2451,1836,854,1163,787,848,698,362,14,1,87,851,135,25,74,917,259,464,39,161,162,49,91,40,6,43
New Zealand,NZL,2008,12846,10905,388,1896,2630,2151,1160,1164,855,854,701,398,1,1,57,669,64,12,98,928,303,433,23,142,331,77,157,34,4,28
New Zealand,NZL,2009,14869,9278,408,2169,2574,2053,911,1038,844,837,536,410,1,1,43,741,42,9,75,1089,377,388,10,126,187,98,187,15,3,13
New Zealand,NZL,2010,17595,10226,349,1876,2714,1776,959,1125,759,775,615,458,1,1,30,651,3,1,54,1020,404,394,4,158,450,46,151,1,4,5
New Zealand,NZL,2011,13986,9793,376,2241,3047,2222,1015,1146,933,796,547,363,0,0,13,532,4,1,36,1144,299,506,3,185,378,40,99,1,7,4
New Zealand,NZL,2012,15646,11115,411,2132,2797,2139,933,1169,908,725,636,188,0,0,1,573,3,1,19,1058,346,531,5,139,479,139,164,2,4,4
New Zealand,NZL,2013,11873,10970,303,2835,3360,2063,1158,1060,860,678,622,320,1,0,2,543,4,1,5,1110,325,428,5,117,237,69,90,1,6,5
New Zealand,NZL,2014,16568,10477,293,2466,2701,2195,1119,1205,875,646,672,405,1,0,1,409,6,1,4,1323,331,729,6,163,522,62,179,1,5,4
New Zealand,NZL,2015,14386,9247,275,2164,2734,2249,1325,1098,983,767,545,330,1,0,1,368,4,1,4,1188,428,560,5,151,793,50,151,1,4,5
New Zealand,NZL,2016,16179,10892,209,2340,3321,2639,1187,1243,887,668,681,385,1,0,1,298,6,0,6,1341,415,508,5,173,1067,115,123,1,5,4
New Zealand,NZL,2017,14453,10127,267,2715,2922,2484,1122,1121,713,606,750,343,1,0,1,252,5,1,4,1443,360,767,3,233,581,189,293,1,5,5
New Zealand,NZL,2018,15671,11254,209,2534,2780,2201,1287,1007,847,809,870,182,1,0,1,211,4,1,4,1205,427,1040,5,198,799,125,271,1,4,5
New Zealand,NZL,2019,15253,11119,163,2724,3380,2189,1007,1125,620,514,620,419,1,0,1,104,4,1,4,1682,467,643,5,237,575,60,141,1,3,6
Nigeria,NGA,1990,338362,186723,349894,82136,12579,14981,18602,53440,32887,39629,23220,18250,319148,1058660,87555,76451,23913,65208,12568,117,4888,182,6554,1985,238,164,100,118624,36041,10364
Nigeria,NGA,1991,273591,171366,317197,86652,12805,16442,20103,53102,25092,42806,22666,15996,283182,882945,68222,76037,32181,70374,12832,1116,6910,229,6406,2667,259,100,186,98479,40300,8123
Nigeria,NGA,1992,294643,160626,339780,83097,15616,17148,26545,50991,29573,41751,21497,16206,226682,1006805,90308,89008,32482,48095,13089,2095,7917,213,8134,2357,100,185,192,119269,35381,12656
Nigeria,NGA,1993,276178,146496,374951,85168,15712,21132,23776,56053,27759,40780,23236,18603,147336,849244,99459,77029,38764,40420,12334,2909,5546,855,7981,2842,291,223,254,114741,39554,7299
Nigeria,NGA,1994,268664,187065,308264,96548,21328,17615,25277,52959,29597,40300,19420,19079,242061,1150054,73010,56377,17565,48984,11899,4129,8322,1152,6366,2689,270,401,309,71871,34522,7709
Nigeria,NGA,1995,259520,189476,315113,92427,21370,22478,28201,52097,26864,40591,24288,18518,95151,522388,102459,58526,26114,53026,9759,5149,9487,2950,6466,3905,500,264,165,96913,31491,9784
Nigeria,NGA,1996,300211,184795,328622,103336,23771,19491,23724,54526,29929,43186,24325,16784,122303,1033396,106026,69390,16683,47574,12661,5896,6883,3056,6302,3472,1000,164,455,96349,15521,7206
Nigeria,NGA,1997,335422,189352,293090,99781,26865,19058,25903,43411,25621,31280,24293,18472,171267,789994,79645,48942,21627,47794,10672,7006,8848,6069,5488,3534,2125,1187,935,68022,15156,8762
Nigeria,NGA,1998,300175,198822,287665,89775,29593,23207,26779,51115,26239,38487,30518,21090,57000,647743,79298,61426,22657,27183,9584,6637,8454,5840,6453,3743,2000,1539,1045,52974,14077,6201
Nigeria,NGA,1999,268803,175245,207050,88987,27024,26091,30225,48955,32673,41241,22682,18223,75722,322500,82894,60295,22253,33060,8738,8750,8266,7853,3490,4940,2500,1900,2694,66630,15104,7298
Nigeria,NGA,2000,284051,207223,173132,104401,31866,24227,33708,52136,29542,29325,31697,10858,115219,577833,49351,44244,15891,30096,8422,9486,9510,9529,4811,4703,9269,500,1758,69444,7463,6870
Nigeria,NGA,2001,312856,181497,242542,85495,32075,20486,28408,48622,28310,39685,27394,19043,88991,701963,81973,40111,16430,25042,8089,10705,11676,7498,3944,3444,5506,600,3734,50290,8782,5654
Nigeria,NGA,2002,285482,180505,155254,88387,37348,22057,37154,41740,28967,34335,18604,19523,79999,734967,62967,51904,11731,22454,6161,11364,12576,8638,2788,3723,8072,700,2342,61357,3790,5317
Nigeria,NGA,2003,332074,183557,217544,86044,36385,22204,26659,54018,28893,34520,25141,14397,52806,483875,36382,48594,9952,16844,5562,13314,11783,10544,2438,4255,8465,1658,3427,37461,1110,4006
Nigeria,NGA,2004,286416,186525,220711,96156,35020,30396,32308,50319,27178,35053,27437,12006,46757,537779,59015,55622,9504,17064,5544,14135,11745,12827,3027,4524,5772,900,3576,31226,158,4615
Nigeria,NGA,2005,350620,178678,221816,86125,33457,32239,32330,50145,31819,26891,27528,11883,17842,382256,56642,27067,7340,14830,4774,11644,12934,10926,1809,4686,15150,2529,2534,26884,202,1932
Nigeria,NGA,2006,313653,186870,198125,81544,31824,32474,40046,45829,27255,33001,28941,19779,23197,422270,27942,37591,8379,12497,4895,16361,13399,18533,1545,5847,13464,1100,2866,24743,169,2246
Nigeria,NGA,2007,355363,185015,166324,83485,47048,31554,36089,53103,34646,26373,30514,18096,4586,270806,19855,31087,5510,10935,3527,15555,13503,17496,1166,6330,19084,1506,4569,20583,231,1644
Nigeria,NGA,2008,287951,162914,166567,73650,42101,30525,36062,46539,26550,26324,24080,14227,866,120000,21005,32500,4538,5484,3014,15369,14296,20639,558,5935,7000,4001,4071,9428,199,1149
Nigeria,NGA,2009,304877,180194,178637,84352,47796,36857,42759,49459,32168,36624,30316,13749,300,277186,12377,29255,1359,3062,2188,18992,16190,12713,411,5075,10961,2781,3422,5503,204,617
Nigeria,NGA,2010,305808,209968,173083,89971,49169,28603,43843,47434,31658,31000,25697,13711,609,268108,13822,27469,183,502,2305,17226,16777,23206,174,7590,27899,1500,4123,668,183,237
Nigeria,NGA,2011,338042,207636,145904,85040,50879,33511,40419,46247,32524,32262,26801,8573,684,116924,5470,27715,218,744,1457,20357,17689,13850,226,6000,8500,1600,7191,497,147,183
Nigeria,NGA,2012,314026,192029,110477,69343,47594,38279,44407,47848,34671,27538,29184,13135,754,83287,446,21112,240,639,812,18296,16473,15315,185,8126,9000,3407,13312,476,251,201
Nigeria,NGA,2013,310905,198943,125525,103528,54045,41600,38644,44019,27789,32061,23737,13407,587,7500,745,15412,132,575,183,25519,14060,23206,222,7352,18685,1800,4746,694,191,192
Nigeria,NGA,2014,346140,220350,98998,104092,54899,37702,49481,41320,34534,23959,24471,14208,310,3034,415,17180,219,644,217,26698,16783,28304,209,7293,32717,7325,9848,517,174,201
Nigeria,NGA,2015,290064,188330,96327,81302,63865,50298,47652,41199,31133,29205,21238,14813,652,3106,540,15366,165,552,212,22173,18019,23105,181,9330,34089,4035,8005,440,270,226
Nigeria,NGA,2016,314400,155542,111059,90360,50749,35213,49855,42809,37985,30274,22231,17144,661,3240,394,9235,190,541,161,28052,18175,35512,243,5879,21844,2265,6132,389,194,208
Nigeria,NGA,2017,319628,200037,98648,90866,59934,31689,44520,38274,30710,23334,30460,12143,746,2621,744,8018,206,487,228,29421,14984,18080,174,4588,32931,2200,13105,300,182,230
Nigeria,NGA,2018,282208,194115,82977,105204,62981,44966,63620,41034,32491,20409,33025,17089,346,2766,620,6935,153,607,239,26285,15453,26326,223,7722,47532,2299,6107,785,243,197
Nigeria,NGA,2019,307211,172675,73294,94997,65163,43386,50859,44874,35044,21774,35780,13400,586,3644,433,3875,123,580,248,27471,12405,18808,215,6846,34280,9423,5129,701,173,273
Norway,NOR,1990,18497,9292,1001,2328,673,625,381,1763,766,1233,504,551,578,5,334,1755,810,144,379,5,155,4,191,43,10,9,5,288,884,358
Norway,NOR,1991,16560,10542,974,2238,797,909,505,1483,781,923,739,556,620,6,455,2125,882,194,314,65,130,5,239,75,4,7,4,332,969,385
Norway,NOR,1992,18096,11462,852,2029,1021,1077,582,1344,604,1051,619,524,276,7,354,2063,794,113,316,91,204,6,162,69,9,3,7,283,900,314
Norway,NOR,1993,14196,11239,725,2763,920,825,587,1162,841,1155,746,289,453,2,390,1920,917,160,333,161,240,14,260,65,4,4,2,225,587,319
Norway,NOR,1994,16967,10539,888,2611,1258,1204,656,1819,697,1068,549,640,484,5,276,2285,765,128,326,265,168,28,182,98,4,9,6,273,940,287
Norway,NOR,1995,16851,9023,908,3012,1052,1193,681,1203,831,962,675,520,352,5,323,1554,801,144,290,264,260,86,215,70,13,9,9,221,648,285
Norway,NOR,1996,21133,10498,654,2270,1554,1200,698,1469,790,903,592,541,243,3,199,1552,698,94,267,294,245,109,133,78,27,9,19,235,607,249
Norway,NOR,1997,19406,10280,609,2582,1333,1316,756,1390,774,1156,626,485,477,3,231,1024,629,124,236,406,228,144,150,93,110,5,25,242,481,242
Norway,NOR,1998,19278,10376,652,2125,1250,1143,797,1474,819,1120,748,535,411,1,204,1257,456,105,255,409,266,138,140,71,179,8,28,257,365,226
Norway,NOR,1999,17123,10324,798,2931,1462,1534,888,1318,829,1147,666,514,356,2,234,1283,522,90,225,543,231,191,108,131,187,10,57,187,257,191
Norway,NOR,2000,16698,11136,671,2212,1506,1101,701,1570,744,963,838,465,236,2,149,1533,425,72,233,520,318,199,99,81,140,19,33,127,291,154
Norway,NOR,2001,18171,11886,473,2054,1859,1425,644,1432,779,977,610,525,255,1,201,1545,442,60,174,558,242,271,121,127,94,16,92,151,188,180
Norway,NOR,2002,14202,10231,452,2405,2101,1575,748,1187,928,855,668,332,184,3,135,1093,280,72,178,732,268,167,87,142,116,62,85,118,130,151
Norway,NOR,2003,17291,11294,512,2195,2075,1293,885,1361,711,989,675,458,182,2,190,1269,271,54,138,739,260,344,72,109,121,35,63,90,29,100
Norway,NOR,2004,19473,9247,601,2419,1863,1549,804,1175,928,899,702,395,159,1,134,1114,323,34,159,697,311,288,77,120,298,71,101,90,5,88
Norway,NOR,2005,18758,10716,513,2434,2168,2122,958,1349,977,960,645,476,102,1,136,1042,248,48,135,900,346,438,37,140,512,27,167,72,6,96
Norway,NOR,2006,16108,10893,542,2786,2513,1751,1058,1311,935,962,442,410,38,0,72,954,195,38,99,1023,410,478,33,129,257,114,94,75,5,62
Norway,NOR,2007,18530,10546,381,2541,2511,1535,886,1086,930,719,666,347,17,0,98,672,143,28,125,835,380,304,26,152,275,40,64,60,5,54
Norway,NOR,2008,16313,11448,476,2336,2689,1901,1012,1285,808,752,706,258,1,1,94,638,95,15,68,1283,371,390,21,162,516,130,100,27,5,38
Norway,NOR,2009,18433,11421,510,2367,2832,1964,1049,1256,760,875,694,387,1,1,49,655,36,9,70,1042,272,507,12,129,566,44,125,13,5,14
Norway,NOR,2010,19632,10887,335,2702,2894,2136,1132,1090,777,705,651,382,2,0,23,604,4,1,44,1029,440,375,5,118,765,170,162,2,5,6
Norway,NOR,2011,15355,10020,330,2106,3218,2068,1198,1093,968,659,737,496,1,0,16,630,5,1,38,1276,471,525,5,122,295,56,138,1,5,6
Norway,NOR,2012,16313,10741,423,2840,2980,2064,1129,1128,903,749,727,368,1,0,1,525,6,1,23,1178,330,622,4,163,860,97,159,2,5,5
Norway,NOR,2013,14742,10179,258,2628,3380,1850,1365,1231,850,709,598,316,1,0,0,493,5,1,5,1350,376,674,4,173,615,251,134,1,5,4
Norway,NOR,2014,19081,12132,390,2213,3392,2367,1248,1176,872,916,748,334,1,0,2,406,5,2,5,1364,308,702,5,180,811,189,215,1,5,6
Norway,NOR,2015,15185,10697,230,2365,3753,2119,1350,1145,957,673,774,305,1,0,2,420,5,1,4,1438,409,467,5,184,428,100,108,2,5,5
Norway,NOR,2016,15352,10761,208,2456,3399,2500,1021,1359,952,785,708,392,1,0,1,364,4,1,6,1574,490,593,5,194,372,177,213,1,4,5
Norway,NOR,2017,18892,11042,224,2761,3362,2767,1469,1006,1010,774,758,369,1,0,1,236,5,1,4,1756,538,566,6,203,777,156,136,1,5,5
Norway,NOR,2018,15276,10814,196,2717,2867,2306,1315,1265,1000,713,765,280,0,0,1,201,2,1,5,1577,512,598,5,207,655,182,155,2,4,5
Norway,NOR,2019,15627,11458,218,2686,3521,2247,1378,1171,994,842,931,327,1,0,1,126,4,1,4,1444,604,566,5,208,646,64,160,1,6,5
Pakistan,PAK,1990,522404,337125,95365,75271,25083,30412,17675,70893,31341,40161,27553,17283,68927,80398,48617,64913,46422,21383,13874,205,6332,224,8156,1982,217,359,203,37519,37077,14438
Pakistan,PAK,1991,621565,373347,134766,98192,24921,25326,24156,57307,27157,42678,19353,19502,87868,36850,56270,55143,31875,15988,12936,1819,7947,188,7376,2075,137,634,228,42009,42046,15556
Pakistan,PAK,1992,549819,374775,133729,107124,30504,28564,19978,68441,28739,46295,22973,11353,44298,51435,62443,75257,40702,27550,11897,3345,8042,288,7966,2521,316,319,239,35329,26145,12607
Pakistan,PAK,1993,485201,332672,73690,104378,28605,39022,22822,58800,33489,43702,32251,22213,72867,58321,44018,70063,30444,17101,12197,5349,7923,1042,6027,3063,217,265,110,26280,31119,9892
Pakistan,PAK,1994,489959,367632,123590,90517,32115,34957,27318,52991,33610,40204,26825,24617,58162,45187,41477,71713,35497,20549,14165,6719,9440,2078,7167,3120,321,310,164,38252,34078,9433
Pakistan,PAK,1995,510180,338145,125946,110724,44740,34629,25838,55697,27095,27688,20120,18991,58543,50865,37906,72074,25389,14887,12744,9079,9157,2881,5400,4525,1536,110,238,32457,32690,11334
Pakistan,PAK,1996,515307,326300,95811,98826,44184,38197,34607,61590,28450,34545,27867,16525,37750,41961,37553,65912,23434,12328,12254,9925,9222,2854,7564,4143,2166,272,573,39537,35209,12023
Pakistan,PAK,1997,535242,338894,87150,96450,44447,34076,27666,53470,35839,36972,26761,21373,42267,59608,36912,53707,12100,13347,10971,9109,8824,7111,5701,2738,2674,874,911,40483,17340,6883
Pakistan,PAK,1998,541335,329616,97621,89197,49424,35272,29001,58275,32630,40655,24606,9095,46519,56651,33549,46646,17431,12895,8116,15657,10749,6639,4313,2713,3125,453,1075,18445,13654,7306
Pakistan,PAK,1999,549907,361900,66606,107240,54221,46124,35336,55479,36001,44085,20501,12607,37255,57840,28250,49633,11087,13260,8302,14479,10772,7814,5112,4400,7817,625,2553,21995,10133,6453
Pakistan,PAK,2000,523336,347305,82022,117030,55673,41951,26150,57265,27186,40202,26482,15710,19072,47938,31290,57469,21516,9124,7212,16921,10888,9869,3660,3487,4673,550,2287,19667,15122,6425
Pakistan,PAK,2001,452425,333316,75149,96193,51079,47809,36783,58372,36724,31093,27647,17632,30129,30882,25749,56607,14642,9478,8326,17212,11138,10233,3886,4208,4699,2430,1320,24860,8294,6265
